date,user_id,monthly_income,monthly_expense_total,savings_rate,budget_goal,financial_scenario,credit_score,debt_to_income_ratio,loan_payment,investment_amount,subscription_services,emergency_fund,transaction_count,fraud_flag,discretionary_spending,essential_spending,income_type,rent_or_mortgage,category,cash_flow_status,financial_advice_score,financial_stress_level,actual_savings,savings_goal_met,surplus,expense_ratio,debt_pressure
2019-08-29,1856,4344.02,3177.46,0.33,2189.92,normal,710.0,0.16,809.89,583.72,8,281.72,61,0,0.0,1734.17,Salary,1443.29,Groceries,Positive,67.8,Low,1546.66,0,1166.5600000000004,73.14561166845456,18.643790774443946
2019-09-28,1702,2981.02,4384.2300000000005,0.25,2942.05,recession,722.0,0.37,790.68,813.49,9,2026.73,49,0,267.46,2625.12,Salary,1491.65,Investments,Neutral,13.7,High,1186.49,0,-1403.2100000000005,147.07147218066302,26.52380728743853
2019-10-28,1132,6056.93,2955.8199999999997,0.28,2610.68,normal,705.0,0.26,536.89,156.68,7,1040.05,66,0,569.5,1000.0,Mixed,1386.32,Healthcare,Positive,62.3,Medium,2727.2,1,3101.1100000000006,48.80063002213993,8.864061496500703
2019-11-27,1536,2565.16,2489.93,0.35,2632.0,recession,700.0,0.22,749.45,272.21,7,1972.24,51,0,480.12,1432.31,Salary,577.5,Dining Out,Negative,3.1,High,0.0,0,75.23000000000002,97.06723947044239,29.2165011149402
2019-12-27,1656,4371.67,3728.62,0.18,3120.73,normal,682.0,0.44,627.15,463.85,5,708.55,88,0,748.92,1718.06,Mixed,1261.64,Rent,Positive,43.2,Low,1144.8,0,643.0500000000002,85.29051826876227,14.345776328039397
2020-01-26,1587,5040.93,3647.52,0.21,3111.74,recession,708.0,0.43,760.56,300.43,9,789.99,21,0,516.09,2329.35,Salary,802.08,Utilities,Neutral,56.5,Medium,1690.67,0,1393.4100000000003,72.35807678345067,15.087692152043372
2020-02-25,1029,2498.07,3975.33,0.2,2581.18,inflation,681.0,0.29,403.3,200.59,2,275.75,79,0,481.99,1671.09,Mixed,1822.25,Rent,Negative,99.3,Medium,0.0,0,-1477.2599999999998,159.13605303294142,16.14446352584195
2020-03-26,1924,3314.49,4045.66,0.12,2834.98,inflation,668.0,0.12,906.75,1006.41,4,930.4,91,0,578.38,2802.85,Salary,664.43,Dining Out,Negative,90.7,Low,697.75,0,-731.1700000000001,122.0598040724214,27.35714996877348
2020-04-25,1066,3804.27,3744.6700000000005,0.09,3017.68,recession,638.0,0.32,772.03,189.5,2,311.97,22,0,241.23,2253.05,Salary,1250.39,Utilities,Positive,22.8,Low,884.01,0,59.599999999999454,98.43333937917131,20.29377515265741
2020-05-25,1605,3942.37,4302.2,0.32,3336.25,normal,718.0,0.53,690.54,275.01,7,818.54,86,0,562.32,2412.97,Salary,1326.91,Healthcare,Positive,53.4,High,0.0,0,-359.8299999999999,109.12725086686434,17.515859749338595
2020-06-24,1528,3509.23,4364.889999999999,0.18,2721.05,normal,674.0,0.32,187.8,323.03,5,2370.01,82,0,456.32,2232.27,Freelance,1676.3,Entertainment,Positive,43.4,Medium,1532.7,0,-855.6599999999994,124.38312678279848,5.35160134844396
2020-07-24,1252,5186.4,4965.0599999999995,0.34,2842.88,recession,633.0,0.3,858.02,844.41,5,1407.53,65,0,793.91,2515.57,Salary,1655.58,Utilities,Positive,78.1,High,1872.93,0,221.34000000000015,95.73229986117538,16.543652629955268
2020-08-23,1306,2162.05,4907.320000000001,0.3,3477.9,recession,626.0,0.4,501.73,641.28,2,171.64,67,0,700.72,2861.31,Salary,1345.29,Dining Out,Positive,63.2,High,0.0,0,-2745.2700000000004,226.97532434495042,23.206216322471725
2020-09-22,1251,3451.67,4500.76,0.34,2485.6,recession,681.0,0.22,621.69,144.44,7,1385.46,24,0,128.07,2657.69,Salary,1715.0,Entertainment,Neutral,12.6,High,1369.81,0,-1049.0900000000001,130.39369348750026,18.01128149562386
2020-10-22,1718,3212.02,4446.15,0.35,2961.51,inflation,663.0,0.5,497.59,122.72,1,864.64,99,0,748.54,2301.04,Salary,1396.57,Insurance,Positive,47.3,Low,0.0,0,-1234.1299999999997,138.42223896488812,15.491497562281678
2020-11-21,1945,4015.48,5667.04,0.09,3023.05,normal,580.0,0.48,725.06,146.85,2,130.62,86,0,0.0,3905.56,Salary,1761.48,Utilities,Positive,55.6,Low,1710.76,0,-1651.56,141.1298275673145,18.056620877205216
2020-12-21,1278,3666.66,4298.46,0.19,2365.41,recession,669.0,0.57,181.24,0.0,5,1330.03,58,0,874.35,1910.88,Salary,1513.23,Groceries,Neutral,62.6,Low,0.0,0,-631.8000000000002,117.23094041989168,4.94291807803287
2021-01-20,1482,3989.76,4235.200000000001,0.21,3067.23,inflation,698.0,0.35,454.33,445.73,4,1391.66,46,0,525.44,2510.82,Salary,1198.94,Rent,Positive,6.7,Medium,3086.48,1,-245.4400000000005,106.15174847609883,11.387401748476098
2021-02-19,1874,1533.84,5210.96,0.23,3438.26,normal,667.0,0.23,565.34,503.81,2,924.7,68,0,763.53,2636.74,Freelance,1810.69,Insurance,Positive,47.6,Low,0.0,0,-3677.12,339.732957805247,36.857820893965474
2021-03-21,1115,5395.68,2654.88,0.1,2801.69,normal,673.0,0.18,584.69,668.13,5,1187.26,51,0,519.8,1835.08,Freelance,300.0,Transportation,Positive,56.8,Medium,1739.08,0,2740.8,49.20380749043679,10.836261601874092
2021-04-20,1713,5064.66,4001.2299999999996,0.33,2879.74,normal,666.0,0.19,588.41,41.33,6,888.0,88,0,681.37,2533.74,Salary,786.12,Utilities,Neutral,46.7,Low,2429.76,0,1063.4300000000003,79.00293405677775,11.617956585437126
2021-05-20,1540,2556.47,3648.55,0.13,3929.76,recession,636.0,0.31,708.7,419.84,6,1187.26,59,0,821.83,1948.5,Salary,878.22,Rent,Neutral,85.4,Low,0.0,0,-1092.0800000000004,142.71827950259538,27.721819540225397
2021-06-19,1382,1949.72,3492.5699999999997,0.16,3199.38,normal,571.0,0.48,902.18,280.87,8,1081.59,35,0,627.5,1474.79,Salary,1390.28,Groceries,Positive,12.2,High,0.0,0,-1542.8499999999997,179.13187534620354,46.27228525121556
2021-07-19,1586,3633.4,3751.51,0.14,2713.93,normal,668.0,0.29,261.2,345.66,2,1592.85,27,0,379.58,2490.03,Freelance,881.9,Investments,Positive,39.9,Medium,660.35,0,-118.11000000000013,103.25067429955415,7.188858920019816
2021-08-18,1719,5471.78,4767.92,0.11,2378.91,inflation,696.0,0.55,519.78,364.23,7,1004.42,68,0,542.82,1802.09,Salary,2423.01,Education,Positive,81.7,Medium,3973.06,1,703.8599999999997,87.136544232407,9.499285424487097
2021-09-17,1588,4551.86,3096.95,0.22,2186.93,normal,711.0,0.11,511.6,555.36,9,1723.44,58,0,319.13,1874.79,Salary,903.03,Education,Positive,39.2,Medium,2206.81,1,1454.9099999999999,68.03702222827592,11.239361491785777
2021-10-17,1279,3550.85,4147.22,0.32,2261.81,normal,716.0,0.39,593.65,11.25,4,384.88,35,0,669.37,2166.84,Freelance,1311.01,Insurance,Negative,21.9,High,942.86,0,-596.3700000000003,116.79513355957025,16.71853218243519
2021-11-16,1424,3406.61,4353.92,0.22,2730.24,recession,722.0,0.38,413.46,718.11,3,771.6,91,0,630.54,2218.15,Salary,1505.23,Healthcare,Positive,79.4,Low,1527.73,0,-947.31,127.80799680620912,12.136992494004302
2021-12-16,1853,3462.58,4398.4,0.12,3034.22,inflation,699.0,0.42,652.12,303.09,6,591.44,37,0,609.52,2748.45,Mixed,1040.43,Groceries,Positive,89.0,Medium,445.17,0,-935.8199999999997,127.02666797590237,18.833355474819356
2022-01-15,1199,3659.97,2458.4399999999996,0.25,3232.5,normal,630.0,0.1,445.12,306.85,1,1109.42,41,0,347.53,1755.42,Salary,355.49,Rent,Positive,41.7,Medium,858.7,0,1201.5300000000002,67.17104238559331,12.161848321161104
2022-02-14,1959,3842.98,4313.4,0.29,3413.11,normal,665.0,0.26,433.77,336.52,6,1188.44,69,0,696.81,2758.48,Salary,858.11,Entertainment,Negative,4.4,Medium,520.33,0,-470.4199999999996,112.24102129076914,11.287334308271186
2022-03-16,1279,3223.75,2943.12,0.33,2570.46,inflation,655.0,0.11,167.0,567.37,5,606.59,72,0,187.17,1554.8,Mixed,1201.15,Rent,Negative,59.9,Low,1528.85,0,280.6300000000001,91.29492051182628,5.18030244280729
2022-04-15,1168,4300.2,4007.0699999999997,0.33,2273.71,recession,664.0,0.29,352.09,233.49,9,1411.0,70,0,626.16,2154.8,Salary,1226.11,Dining Out,Positive,47.2,Low,1243.13,0,293.1300000000001,93.18334030975302,8.187758708897261
2022-05-15,1176,4366.82,3541.6600000000003,0.2,3144.45,inflation,676.0,0.59,395.75,666.84,1,966.18,28,0,281.61,1740.07,Salary,1519.98,Education,Negative,88.4,High,2528.58,0,825.1599999999994,81.10386963511206,9.062658868467215
2022-06-14,1949,3735.8,3506.04,0.32,3734.75,normal,690.0,0.29,539.82,114.74,5,1161.18,61,0,157.04,2274.34,Freelance,1074.66,Rent,Positive,69.2,Low,0.0,0,229.76000000000022,93.84977782536538,14.449917019112373
2022-07-14,1171,3072.24,4044.26,0.36,2300.1,normal,640.0,0.31,330.12,499.46,2,1015.73,93,0,624.75,2535.46,Salary,884.05,Investments,Positive,49.2,Low,0.0,0,-972.0200000000004,131.63880426008387,10.745254277009609
2022-08-13,1714,3742.93,3171.7200000000003,0.26,3179.15,inflation,643.0,0.52,318.37,38.54,5,1347.49,70,1,893.09,1517.47,Freelance,761.16,Entertainment,Positive,84.8,Low,1229.56,0,571.2099999999996,84.73896118816009,8.505903129366567
2022-09-12,1654,2418.64,4469.92,0.32,2679.51,recession,614.0,0.1,424.5,444.16,7,653.59,58,0,432.82,3255.69,Freelance,781.41,Groceries,Negative,48.0,Low,160.02,0,-2051.28,184.81129891178514,17.551185790361526
2022-10-12,1082,3989.81,3745.4600000000005,0.35,3080.67,normal,741.0,0.27,586.66,170.9,5,0.0,47,0,271.4,2072.3,Salary,1401.76,Transportation,Positive,37.3,Low,1589.6,0,244.34999999999945,93.87564821382473,14.703958333855496
2022-11-11,1997,4196.79,3709.0599999999995,0.27,2891.74,recession,729.0,0.58,49.07,588.88,6,939.47,78,0,490.08,1398.86,Salary,1820.12,Healthcare,Positive,56.7,Medium,528.37,0,487.7300000000005,88.37849880503907,1.1692269567931681
2022-12-11,1169,4290.13,3282.4,0.05,2711.37,inflation,663.0,0.59,458.92,729.89,4,1550.91,26,0,793.93,1666.23,Salary,822.24,Rent,Neutral,0.2,Low,802.92,0,1007.73,76.51050201275952,10.697111742534608
2023-01-10,1399,4150.27,3841.0800000000004,0.17,2959.33,normal,681.0,0.31,462.13,735.88,7,663.14,97,0,388.36,2497.52,Salary,955.2,Utilities,Negative,2.5,Low,2128.98,0,309.19000000000005,92.5501232449937,11.134938208839424
2023-02-09,1134,3501.21,4544.59,0.29,2832.87,inflation,724.0,0.19,568.3,0.0,8,1413.48,87,0,645.79,2467.31,Salary,1431.49,Utilities,Neutral,79.1,Medium,0.0,0,-1043.38,129.80055466538712,16.23153138486409
2023-03-11,1121,4145.43,2199.34,0.19,2467.64,inflation,635.0,0.28,444.85,336.49,7,1062.42,78,0,190.05,1709.29,Salary,300.0,Insurance,Negative,83.2,Low,1552.69,0,1946.0900000000001,53.054568524857494,10.731094241128183
2023-04-10,1037,3421.48,4974.110000000001,0.05,2555.16,normal,715.0,0.58,427.76,615.83,5,982.62,71,0,713.98,3204.29,Freelance,1055.84,Education,Negative,9.3,High,0.0,0,-1552.6300000000006,145.37890035890905,12.502192033856693
2023-05-10,1251,2695.8,4202.68,0.23,2571.33,inflation,646.0,0.28,727.66,386.36,5,375.45,72,0,705.95,2251.77,Salary,1244.96,Rent,Neutral,45.1,Low,0.0,0,-1506.88,155.89732175977446,26.992358483567024
2023-06-09,1020,5407.44,3442.2000000000003,0.37,3287.49,recession,663.0,0.49,523.72,142.87,2,1709.57,71,0,483.69,2394.04,Salary,564.47,Groceries,Positive,40.9,High,476.96,0,1965.2399999999993,63.65673960321337,9.685174500318082
2023-07-09,1264,3799.96,4799.38,0.3,2303.62,normal,680.0,0.23,620.46,492.23,2,984.63,60,0,388.87,2869.47,Salary,1541.04,Transportation,Negative,81.6,Low,994.36,0,-999.4200000000001,126.30080316634913,16.328066611227488
2023-08-08,1341,4895.09,3646.52,0.15,2389.18,recession,599.0,0.37,652.8,587.98,1,944.6,80,0,444.77,1998.58,Mixed,1203.17,Insurance,Negative,82.6,Medium,1937.93,0,1248.5700000000002,74.49342095855235,13.33581200754225
2023-09-07,1442,4766.88,4428.0599999999995,0.12,3764.44,recession,586.0,0.33,519.27,141.16,7,532.95,87,0,629.11,2139.99,Freelance,1658.96,Healthcare,Neutral,36.2,Medium,441.92,0,338.8200000000006,92.89220622293826,10.893288691974625
2023-10-07,1260,4598.12,3811.64,0.1,3017.97,recession,634.0,0.17,751.03,175.24,4,790.53,36,0,349.98,2447.52,Salary,1014.14,Dining Out,Neutral,63.7,High,0.0,0,786.48,82.89561820918114,16.33341452593669
2023-11-06,1924,4760.77,4284.47,0.32,2455.71,recession,663.0,0.11,491.41,284.51,4,1162.7,94,0,528.26,2426.13,Salary,1330.08,Dining Out,Positive,88.4,Medium,2572.14,1,476.3000000000002,89.99531588377509,10.322069749221239
2019-01-01,1819,3635.83,3024.48,0.11,3131.99,normal,626.0,0.54,508.12,461.83,4,1554.26,74,0,551.08,1494.98,Salary,978.42,Utilities,Neutral,10.8,Medium,568.1,0,611.3499999999999,83.18540745854455,13.975350882742044
2019-01-31,1478,2733.02,2946.58,0.18,2019.2,normal,669.0,0.6,664.38,45.75,9,1460.63,44,0,392.16,1831.01,Salary,723.41,Entertainment,Positive,95.1,Low,0.0,0,-213.55999999999995,107.81406649054892,24.309372049966704
2019-03-02,1837,3658.36,4386.099999999999,0.27,2680.35,normal,676.0,0.51,449.01,599.68,8,208.49,32,0,672.32,2051.75,Salary,1662.03,Entertainment,Positive,28.8,Low,285.59,0,-727.7399999999993,119.892520145639,12.273532402497294
2019-04-01,1762,4002.16,4453.91,0.38,3210.41,normal,661.0,0.16,230.83,572.38,5,1248.38,94,0,425.66,2977.8,Salary,1050.45,Healthcare,Positive,93.8,Medium,2291.52,0,-451.75,111.2876546664801,5.767635476842506
2019-05-01,1682,3977.34,3377.0899999999997,0.14,2761.8,recession,716.0,0.27,558.88,470.95,5,1598.92,97,0,597.85,1372.83,Freelance,1406.41,Rent,Neutral,10.1,Low,1150.29,0,600.2500000000005,84.90825526608235,14.051602327183494
2019-05-31,1397,4254.4,5504.01,0.25,3373.82,normal,680.0,0.13,569.19,511.39,1,1148.46,77,0,569.76,3255.65,Freelance,1678.6,Insurance,Positive,96.1,Low,3047.03,0,-1249.6100000000006,129.3721793907484,13.378854832643853
2019-06-30,1873,3361.32,4351.459999999999,0.29,3316.72,inflation,772.0,0.11,1059.09,423.18,6,1343.92,60,0,734.27,1688.85,Salary,1928.34,Dining Out,Positive,90.5,Medium,1958.07,0,-990.139999999999,129.45688003522423,31.508157509549818
2019-07-30,1345,3330.45,3948.2999999999997,0.29,3418.93,recession,813.0,0.31,662.7,508.25,9,871.36,67,0,528.41,2426.98,Freelance,992.91,Dining Out,Positive,26.9,Medium,0.0,0,-617.8499999999999,118.55154708823133,19.898211953339644
2019-08-29,1030,2905.47,4742.639999999999,0.39,2433.2,normal,616.0,0.3,469.58,299.51,7,395.59,68,0,485.41,2262.98,Salary,1994.25,Dining Out,Negative,75.1,Medium,0.0,0,-1837.1699999999996,163.23142211070842,16.161929051065748
2019-09-28,1661,3247.54,4034.63,0.19,2637.44,normal,726.0,0.6,288.21,522.91,8,1403.94,81,0,447.47,2216.73,Mixed,1370.43,Insurance,Positive,41.2,Low,323.05,0,-787.0900000000001,124.23649901155953,8.874717478460619
2019-10-28,1264,5270.31,2643.45,0.25,3141.09,normal,699.0,0.22,746.89,246.83,2,843.27,34,0,213.12,1846.67,Salary,583.66,Investments,Negative,75.3,High,2806.46,0,2626.8600000000006,50.157391121205386,14.171652141904364
2019-11-27,1891,5156.83,4715.110000000001,0.18,3144.24,normal,665.0,0.29,597.49,324.29,5,1840.38,60,0,0.0,3339.38,Freelance,1375.73,Education,Negative,57.6,Medium,1733.98,0,441.71999999999935,91.43427260545724,11.586381556111021
2019-12-27,1718,4533.02,4123.889999999999,0.06,3838.57,normal,687.0,0.47,296.74,733.01,4,735.12,96,0,617.45,1914.6,Salary,1591.84,Utilities,Positive,12.2,High,2546.49,0,409.130000000001,90.97444970461191,6.546187751212215
2020-01-26,1562,3704.46,3528.09,0.07,3431.52,recession,681.0,0.21,564.8,675.96,7,686.59,29,0,487.78,2115.76,Salary,924.55,Insurance,Positive,69.5,Low,1064.88,0,176.3699999999999,95.2389821998348,15.24648666742251
2020-02-25,1618,2461.89,3031.83,0.21,2506.49,recession,672.0,0.15,975.97,337.94,1,790.88,74,0,427.03,1829.64,Freelance,775.16,Transportation,Negative,79.7,High,459.91,0,-569.94,123.15050631831642,39.64311971696542
2020-03-26,1325,3193.44,5022.83,0.39,2294.64,normal,773.0,0.3,635.95,311.31,7,1137.61,46,0,570.92,3173.48,Salary,1278.43,Investments,Positive,25.0,Medium,0.0,0,-1829.3899999999999,157.28587354075856,19.91426173655995
2020-04-25,1023,4493.74,3019.9399999999996,0.17,2045.48,recession,632.0,0.16,550.48,0.0,7,1584.71,94,0,310.54,2016.61,Salary,692.79,Rent,Negative,41.5,High,1974.97,0,1473.8000000000002,67.2032649864033,12.24992990248657
2020-05-25,1286,5753.34,4680.67,0.38,2607.6,normal,682.0,0.26,487.83,296.7,7,1258.39,77,0,804.12,2517.02,Salary,1359.53,Education,Positive,95.8,Medium,2514.99,0,1072.67,81.3556994719589,8.479074763528663
2020-06-24,1080,1118.44,4032.3900000000003,0.06,2897.2,normal,578.0,0.25,732.81,280.05,9,505.15,54,0,722.05,2066.33,Salary,1244.01,Insurance,Positive,28.0,Low,0.0,0,-2913.9500000000003,360.5369979614463,65.52072529594793
2020-07-24,1023,5855.6,4087.1000000000004,0.27,2154.22,recession,656.0,0.17,308.5,48.33,3,1645.94,39,0,475.13,2031.58,Salary,1580.39,Dining Out,Neutral,73.6,Low,1413.38,0,1768.5,69.79814194958672,5.268460960448118
2020-08-23,1545,4132.73,3916.2099999999996,0.38,1934.72,inflation,727.0,0.14,840.14,0.0,5,175.87,25,0,651.81,1960.84,Mixed,1303.56,Dining Out,Positive,46.3,Low,555.32,0,216.51999999999998,94.7608481560615,20.328935110689546
2020-09-22,1211,4312.17,4151.93,0.35,2351.69,recession,702.0,0.29,517.61,762.36,6,857.43,22,0,297.28,2388.46,Salary,1466.19,Entertainment,Positive,8.5,Low,1511.81,0,160.23999999999978,96.28400550071078,12.003469250980366
2020-10-22,1180,4083.51,4641.93,0.07,3024.39,normal,674.0,0.5,102.63,809.73,1,1321.43,45,0,690.09,2266.31,Salary,1685.53,Groceries,Positive,55.2,Low,2089.17,0,-558.4200000000001,113.67500018366552,2.5132790173159854
2020-11-21,1056,3301.09,3841.91,0.26,3028.42,inflation,676.0,0.3,575.11,749.8,7,1642.1,29,0,794.03,1710.12,Salary,1337.76,Education,Positive,13.2,High,1699.28,0,-540.8199999999997,116.38307346967214,17.421821277214494
2020-12-21,1060,3416.59,5305.13,0.06,2672.23,recession,742.0,0.38,302.39,576.92,8,941.38,57,0,902.32,2728.07,Freelance,1674.74,Investments,Negative,8.0,Medium,0.0,0,-1888.54,155.27558179354267,8.85063762406376
2021-01-20,1941,3732.11,3454.6400000000003,0.22,2719.66,normal,667.0,0.57,886.41,250.78,6,1432.82,44,0,656.08,2176.01,Salary,622.55,Transportation,Positive,67.9,Medium,100.28,0,277.4699999999998,92.56533167564729,23.750907663493305
2021-02-19,1375,3787.19,6008.1900000000005,0.06,2876.58,recession,687.0,0.31,611.43,0.0,7,1689.04,56,0,675.69,3815.58,Salary,1516.92,Utilities,Negative,64.1,High,1007.56,0,-2221.0000000000005,158.6450640184411,16.144687750020463
2021-03-21,1715,826.36,4595.67,0.36,2206.97,recession,610.0,0.19,855.85,446.79,9,601.05,99,0,681.99,2937.06,Salary,976.62,Education,Positive,36.9,Low,0.0,0,-3769.31,556.1341304032142,103.56866256837213
2021-04-20,1899,4037.48,3810.48,0.35,2176.18,inflation,607.0,0.38,347.79,493.97,9,1708.83,80,0,256.04,2766.76,Mixed,787.68,Transportation,Negative,68.4,Low,0.0,0,227.0,94.37768112783222,8.614036478199273
2021-05-20,1808,4352.97,5445.799999999999,0.18,2907.32,inflation,752.0,0.59,385.0,254.44,3,1281.11,79,0,755.9,2622.08,Salary,2067.82,Utilities,Neutral,3.0,Low,989.9,0,-1092.829999999999,125.10538781567524,8.844536029423589
2021-06-19,1242,3857.32,3781.33,0.05,3051.46,normal,673.0,0.24,471.35,404.3,6,865.15,65,0,540.7,1551.91,Salary,1688.72,Entertainment,Positive,56.3,High,1375.41,0,75.99000000000024,98.02997936391068,12.219623987639086
2021-07-19,1756,3976.54,4638.6,0.25,3060.25,inflation,638.0,0.28,600.64,248.89,3,1177.76,60,0,269.42,3548.11,Salary,821.07,Dining Out,Negative,90.7,Medium,792.33,0,-662.0600000000004,116.64914724861313,15.104588411030695
2021-08-18,1236,2716.43,3959.39,0.23,3153.9,recession,699.0,0.59,530.68,453.73,1,1531.73,74,0,486.89,2416.56,Salary,1055.94,Insurance,Negative,63.1,High,288.87,0,-1242.96,145.7571150370155,19.535935032377054
2021-09-17,1632,4971.84,3314.6499999999996,0.11,3803.92,inflation,710.0,0.54,525.34,755.28,9,911.81,28,0,486.28,1589.32,Mixed,1239.05,Utilities,Positive,47.7,Low,1567.33,0,1657.1900000000005,66.668476861685,10.566309454849714
2021-10-17,1920,2598.41,2978.4500000000003,0.05,2220.0,normal,636.0,0.28,928.42,352.1,5,1550.37,81,0,281.92,1488.14,Salary,1208.39,Entertainment,Positive,46.5,Low,0.0,0,-380.0400000000004,114.62586735734548,35.73031199849139
2021-11-16,1421,3737.62,3976.29,0.25,4248.53,normal,606.0,0.3,474.48,630.55,9,1308.81,29,0,0.0,2560.27,Salary,1416.02,Utilities,Positive,84.3,Low,1620.04,0,-238.67000000000007,106.3856143749231,12.694709467522113
2021-12-16,1458,2791.22,4447.58,0.22,2721.29,normal,616.0,0.13,363.32,96.27,3,1564.26,50,0,337.83,3095.28,Mixed,1014.47,Utilities,Positive,5.1,Medium,0.0,0,-1656.3600000000001,159.3417931943738,13.016530406059
2022-01-15,1073,3525.79,4302.099999999999,0.38,3003.38,normal,750.0,0.26,789.92,646.9,6,363.48,76,0,653.28,2490.48,Salary,1158.34,Entertainment,Positive,89.2,Medium,1016.51,0,-776.3099999999995,122.01804418300577,22.404056963120322
2022-02-14,1796,3538.65,4655.929999999999,0.05,3694.37,normal,667.0,0.18,494.42,650.53,1,1226.71,42,0,396.44,2739.96,Salary,1519.53,Healthcare,Positive,67.4,Low,999.78,0,-1117.2799999999993,131.57362270922525,13.97199496983313
2022-03-16,1479,5984.12,4755.32,0.34,2858.98,normal,676.0,0.14,927.83,779.21,7,1569.0,87,0,16.62,3573.37,Mixed,1165.33,Insurance,Positive,74.4,Low,2609.99,0,1228.8000000000002,79.46565242675614,15.504869554754919
2022-04-15,1553,4143.98,4579.55,0.37,2836.54,normal,626.0,0.13,395.4,203.12,8,1151.72,55,0,451.75,2984.14,Salary,1143.66,Entertainment,Positive,35.5,High,208.25,0,-435.5700000000006,110.51090980168826,9.541551841466417
2022-05-15,1816,3996.81,3829.1000000000004,0.2,2595.98,inflation,644.0,0.11,404.71,0.0,1,684.03,76,0,450.36,2312.53,Salary,1066.21,Dining Out,Neutral,91.1,Low,1778.94,0,167.70999999999958,95.80390361313148,10.125825345713206
2022-06-14,1494,3925.45,4643.87,0.28,3076.24,inflation,700.0,0.29,411.02,638.75,2,700.3,83,0,370.47,3386.47,Salary,886.93,Rent,Positive,63.9,Low,1725.17,0,-718.4200000000001,118.30159599536358,10.470646677450993
2022-07-14,1980,2415.69,3628.3600000000006,0.31,2877.84,inflation,738.0,0.12,425.88,454.91,2,345.8,71,0,562.3,1710.66,Salary,1355.4,Entertainment,Positive,78.4,High,0.0,0,-1212.6700000000005,150.19973589326446,17.629745538541783
2022-08-13,1812,4345.86,2988.49,0.37,2943.24,recession,666.0,0.45,648.88,822.4,3,628.3,90,0,438.31,1893.08,Freelance,657.1,Groceries,Positive,44.6,Low,119.11,0,1357.37,68.76636615077338,14.93099179448947
2022-09-12,1626,3167.23,3785.1900000000005,0.17,3214.17,inflation,705.0,0.19,331.45,225.88,7,1117.35,56,0,280.84,2712.07,Salary,792.28,Utilities,Negative,76.2,Low,0.0,0,-617.9600000000005,119.51105540172328,10.464980440321668
2022-10-12,1426,3667.84,4817.27,0.33,2887.99,inflation,636.0,0.51,1006.86,792.51,3,1662.67,59,0,276.96,2914.63,Salary,1625.68,Dining Out,Neutral,34.6,Low,399.62,0,-1149.4300000000003,131.33806272901762,27.45103385098587
2022-11-11,1526,4691.35,2741.2,0.3,2610.73,inflation,718.0,0.55,381.63,533.7,5,1054.18,21,0,702.55,1311.71,Salary,726.94,Healthcare,Positive,79.5,Low,2272.99,0,1950.1500000000005,58.43094205292719,8.13475865156085
2022-12-11,1701,3408.84,4457.7699999999995,0.38,3649.06,normal,676.0,0.19,618.18,287.7,3,1439.19,81,0,532.18,2387.99,Mixed,1537.6,Entertainment,Positive,62.3,Low,0.0,0,-1048.9299999999994,130.77087806995925,18.13461470764248
2023-01-10,1264,2382.08,3343.81,0.16,2308.48,recession,679.0,0.37,445.71,891.36,9,530.5,59,0,183.1,1968.53,Mixed,1192.18,Utilities,Negative,70.6,Low,762.32,0,-961.73,140.37353909188607,18.710958490059106
2023-02-09,1209,2672.05,4275.99,0.35,2327.68,normal,623.0,0.25,446.73,3.07,5,1736.19,86,0,408.37,2467.85,Salary,1399.77,Insurance,Positive,50.0,Medium,0.0,0,-1603.9399999999996,160.02657135906887,16.71862427724032
2023-03-11,1176,2968.03,4355.93,0.1,2936.19,normal,653.0,0.49,524.08,492.8,5,0.0,75,0,549.79,2341.66,Freelance,1464.48,Education,Neutral,60.5,High,513.26,0,-1387.9,146.76165672179863,17.657503461892233
2023-04-10,1407,3190.22,4346.18,0.18,2931.15,normal,639.0,0.11,577.94,633.17,8,551.86,46,0,287.75,2677.86,Salary,1380.57,Rent,Positive,36.8,High,0.0,0,-1155.9600000000005,136.23449166515164,18.11599200055169
2023-05-10,1783,3764.6,4219.5199999999995,0.22,2800.92,recession,653.0,0.26,654.73,545.02,2,1633.23,54,0,775.1,2513.74,Salary,930.68,Education,Neutral,47.9,Medium,145.03,0,-454.9199999999996,112.0841523667853,17.391754768102853
2023-06-09,1433,2661.13,3905.02,0.08,2226.18,normal,712.0,0.39,552.42,728.89,5,710.44,72,0,556.46,2987.12,Freelance,361.44,Transportation,Neutral,24.9,High,641.23,0,-1243.8899999999999,146.74292499802715,20.75885056348243
2023-07-09,1116,3355.81,3199.04,0.1,2842.88,normal,693.0,0.18,402.8,332.02,2,1025.8,23,0,704.16,1112.07,Salary,1382.81,Rent,Positive,41.5,Low,1602.66,0,156.76999999999998,95.32840059478933,12.00306334387227
2023-08-08,1309,3757.85,3742.21,0.36,2481.69,normal,682.0,0.12,510.76,553.43,8,1261.81,88,0,604.83,1996.91,Freelance,1140.47,Entertainment,Neutral,89.0,Low,549.45,0,15.639999999999873,99.58380456910201,13.591814468379527
2023-09-07,1921,3305.48,3864.84,0.34,2968.81,normal,688.0,0.39,601.18,302.12,8,398.15,79,0,294.62,2408.33,Freelance,1161.89,Transportation,Positive,61.8,Low,0.0,0,-559.3600000000001,116.92220191923714,18.18737369459201
