monthly_income,credit_score,rent_or_mortgage,essential_spending,discretionary_spending,risk_level,risk_band
4168.96,697.0,1684.58,2063.83,435.08,1,Medium Risk
3307.47,767.0,731.88,1617.28,0.0,0,Low Risk
3968.25,747.0,1096.12,2564.27,534.71,1,Medium Risk
3333.33,580.0,1353.84,2799.71,535.82,1,Medium Risk
4174.09,754.0,959.98,1977.55,580.16,0,Low Risk
2388.2,702.0,968.27,1877.92,549.72,1,Medium Risk
4672.84,675.0,1345.52,1814.17,319.77,0,Low Risk
3565.41,666.0,964.59,2588.87,501.54,1,Medium Risk
1812.45,671.0,1314.9,2149.77,419.75,2,High Risk
3646.42,677.0,1442.03,2637.07,445.45,1,Medium Risk
6760.38,672.0,1790.89,2098.87,419.73,0,Low Risk
4919.85,668.0,1366.15,2270.6,643.24,0,Low Risk
3631.22,656.0,427.86,2057.52,305.72,0,Low Risk
3557.06,716.0,1598.93,3143.11,671.6,1,Medium Risk
5208.51,681.0,1162.37,2743.49,553.85,0,Low Risk
2562.91,718.0,1311.67,2898.74,213.1,2,High Risk
3658.63,756.0,1312.88,2973.46,637.3,1,Medium Risk
5198.04,708.0,1346.04,1966.94,428.78,0,Low Risk
4764.91,671.0,300.0,2737.54,361.91,0,Low Risk
4903.91,658.0,1067.29,1816.74,619.22,0,Low Risk
4813.44,656.0,698.64,2363.81,593.19,0,Low Risk
2402.06,635.0,964.5,2339.13,440.69,1,Medium Risk
2543.0,655.0,1461.54,1955.68,601.16,1,Medium Risk
4780.41,651.0,886.67,2805.74,149.29,0,Low Risk
4315.96,649.0,919.48,2941.26,471.14,1,Medium Risk
4288.78,662.0,561.02,3586.17,809.18,1,Medium Risk
4009.44,670.0,1660.83,3033.34,646.82,1,Medium Risk
4446.02,686.0,901.47,1584.9,414.36,0,Low Risk
1117.36,758.0,863.92,2484.06,668.95,2,High Risk
3982.86,670.0,750.68,2875.94,845.02,1,Medium Risk
3798.38,707.0,1199.55,2561.88,565.45,1,Medium Risk
3540.81,591.0,865.64,2341.85,512.78,1,Medium Risk
4559.39,724.0,1157.39,1151.96,66.84,0,Low Risk
3630.76,689.0,1142.66,1930.39,723.39,1,Medium Risk
3752.85,721.0,1675.06,2221.6,286.03,1,Medium Risk
5225.13,683.0,1671.6,2643.3,283.04,0,Low Risk
3758.86,683.0,858.29,3319.95,987.69,1,Medium Risk
1906.42,744.0,1056.33,2029.84,0.0,2,High Risk
2959.28,572.0,688.08,1668.53,450.41,0,Low Risk
2620.71,603.0,1434.93,1991.89,870.07,1,Medium Risk
2823.98,683.0,1154.06,1943.07,836.38,2,High Risk
3700.95,636.0,1756.04,2535.45,359.12,1,Medium Risk
3545.88,628.0,1864.38,2632.91,577.41,1,Medium Risk
5416.9,549.0,770.52,1868.54,308.85,0,Low Risk
4089.24,654.0,1258.71,1486.8,569.65,0,Low Risk
4492.59,624.0,1266.22,3125.72,511.39,1,Medium Risk
7283.39,755.0,1073.45,1889.32,384.64,0,Low Risk
2721.22,653.0,920.79,1587.65,153.44,1,Medium Risk
4081.92,601.0,770.57,3098.26,411.45,1,Medium Risk
3353.89,678.0,1414.77,1301.67,513.63,1,Medium Risk
5203.61,718.0,1368.46,1721.27,157.75,0,Low Risk
3120.01,743.0,532.0,3084.23,248.08,1,Medium Risk
4785.53,734.0,933.53,2306.07,647.05,0,Low Risk
4330.46,711.0,1622.41,1981.49,240.21,1,Medium Risk
3222.12,637.0,933.53,1913.58,451.63,1,Medium Risk
4223.73,679.0,593.7,2872.9,514.56,1,Medium Risk
4648.68,684.0,444.59,2343.6,417.72,0,Low Risk
4455.45,699.0,808.18,2698.94,813.31,0,Low Risk
2948.52,775.0,1034.32,3114.94,482.72,2,High Risk
4157.15,762.0,2094.96,2280.87,490.03,1,Medium Risk
5185.59,643.0,1160.43,1348.42,431.81,0,Low Risk
3612.44,665.0,828.3,1459.98,488.22,0,Low Risk
4419.39,614.0,1687.28,2300.21,363.8,0,Low Risk
3427.54,779.0,1652.2,3182.34,457.9,1,Medium Risk
4652.2,733.0,1420.29,2328.47,431.44,0,Low Risk
2568.63,698.0,1577.08,2345.79,353.64,1,Medium Risk
3851.08,684.0,719.04,2273.99,680.06,0,Low Risk
3929.27,597.0,909.16,2977.02,705.68,1,Medium Risk
4401.09,671.0,334.47,1872.22,324.2,0,Low Risk
4361.62,673.0,1097.94,2050.61,476.95,0,Low Risk
4718.26,672.0,1328.22,2435.91,808.39,1,Medium Risk
3873.5,630.0,725.83,2364.3,828.26,1,Medium Risk
5168.96,696.0,1201.44,1700.91,344.39,0,Low Risk
4470.05,701.0,867.58,1808.45,477.87,0,Low Risk
4324.87,647.0,1494.96,1426.28,870.44,0,Low Risk
5713.69,669.0,1193.12,1674.28,667.07,0,Low Risk
3271.42,687.0,1060.46,1374.72,448.33,0,Low Risk
6285.31,671.0,1805.69,3114.21,468.34,0,Low Risk
3278.96,679.0,300.0,2166.17,856.29,1,Medium Risk
3633.85,678.0,1455.86,3402.98,293.17,1,Medium Risk
4308.44,696.0,1609.43,1453.02,274.68,0,Low Risk
2766.09,708.0,1770.95,1904.82,653.56,1,Medium Risk
4031.86,724.0,1670.69,2539.89,452.69,1,Medium Risk
4800.99,724.0,1435.2,2434.47,727.52,0,Low Risk
2948.42,660.0,913.2,2711.33,561.97,1,Medium Risk
3870.98,651.0,1387.16,2711.39,893.66,1,Medium Risk
4200.26,736.0,1464.87,1871.07,311.95,0,Low Risk
1173.61,624.0,1398.66,2337.45,330.0,2,High Risk
2935.68,634.0,1230.62,3231.55,473.1,2,High Risk
3354.92,738.0,1179.35,2296.69,656.16,1,Medium Risk
4682.23,568.0,1483.89,1693.14,474.09,0,Low Risk
5169.39,653.0,1697.81,2456.74,304.84,0,Low Risk
5574.38,710.0,1335.17,2027.66,193.39,0,Low Risk
3425.75,703.0,397.19,1791.74,568.41,0,Low Risk
4331.77,733.0,785.27,2774.35,481.45,0,Low Risk
5301.95,667.0,1885.42,2359.83,663.53,0,Low Risk
6001.48,638.0,1790.7,1293.85,765.11,0,Low Risk
4360.78,742.0,300.0,2540.16,303.34,0,Low Risk
3688.43,722.0,1170.29,3187.41,147.54,1,Medium Risk
5095.78,765.0,1152.3,1812.74,223.28,0,Low Risk
3737.22,711.0,1111.01,1930.57,491.84,1,Medium Risk
5145.97,693.0,1600.01,1282.63,571.86,0,Low Risk
4401.6,657.0,1740.01,1979.82,518.78,1,Medium Risk
4336.52,673.0,738.74,2352.14,478.39,0,Low Risk
4495.95,684.0,1152.04,2441.85,450.4,0,Low Risk
6342.61,627.0,1500.98,1446.41,555.62,0,Low Risk
4476.58,719.0,1810.68,1174.88,477.34,0,Low Risk
3580.69,671.0,831.02,2080.16,249.33,1,Medium Risk
2914.83,604.0,1381.48,3093.26,248.6,1,Medium Risk
4448.12,797.0,1324.87,2917.2,877.83,1,Medium Risk
5453.26,659.0,1417.92,1760.94,575.29,0,Low Risk
4887.93,731.0,1052.61,2100.87,794.47,0,Low Risk
5058.33,614.0,1203.52,2632.08,501.6,0,Low Risk
4711.43,685.0,965.42,3129.02,416.58,0,Low Risk
3150.61,740.0,343.21,1891.48,620.8,1,Medium Risk
4902.58,632.0,1540.44,2229.85,419.11,0,Low Risk
2969.58,693.0,1844.39,2739.24,420.25,2,High Risk
2742.74,656.0,1398.78,1848.95,631.79,1,Medium Risk
3575.04,687.0,998.74,2896.27,464.22,1,Medium Risk
4774.81,663.0,1193.2,1026.24,690.97,0,Low Risk
2028.96,760.0,1498.03,1363.82,284.66,1,Medium Risk
4676.61,748.0,768.47,1000.0,473.87,0,Low Risk
3641.92,677.0,1414.52,2058.0,777.72,1,Medium Risk
3587.67,685.0,1664.67,2469.77,540.23,1,Medium Risk
2812.24,730.0,1239.89,2861.97,516.66,1,Medium Risk
4316.84,681.0,737.09,2496.76,518.73,0,Low Risk
3457.99,626.0,1874.98,1392.57,596.38,1,Medium Risk
3699.45,673.0,1371.17,2272.98,474.01,1,Medium Risk
4908.88,751.0,643.97,1608.67,480.76,0,Low Risk
4738.69,640.0,1049.49,3008.38,813.58,1,Medium Risk
4117.59,690.0,2127.93,2153.52,117.44,1,Medium Risk
4250.74,707.0,542.13,1000.0,289.02,0,Low Risk
1239.94,744.0,1534.8,2322.84,661.25,2,High Risk
4691.21,718.0,1334.23,2650.24,812.23,1,Medium Risk
2724.46,738.0,1136.53,1000.0,380.6,1,Medium Risk
3247.65,765.0,1698.37,2546.98,101.02,1,Medium Risk
3501.27,711.0,1676.58,3215.26,496.29,1,Medium Risk
5065.27,585.0,1661.15,1786.58,895.88,0,Low Risk
3830.87,649.0,1055.16,1890.72,985.9,1,Medium Risk
6575.88,712.0,1422.68,2563.99,639.52,0,Low Risk
4833.52,680.0,1301.49,3065.21,493.39,1,Medium Risk
3571.8,645.0,1101.31,2859.01,460.92,1,Medium Risk
4413.76,684.0,561.08,2332.14,182.29,0,Low Risk
3111.42,671.0,1154.63,2031.14,680.23,1,Medium Risk
2644.59,669.0,1918.38,1994.56,393.55,1,Medium Risk
3410.52,713.0,1648.22,2254.49,265.38,1,Medium Risk
4741.9,630.0,1114.07,2999.14,639.51,0,Low Risk
3854.53,677.0,1082.03,2299.9,656.06,1,Medium Risk
3766.71,700.0,642.87,2852.3,673.11,1,Medium Risk
5214.41,770.0,1219.21,2536.46,452.21,0,Low Risk
4072.72,694.0,1283.18,2802.07,181.12,1,Medium Risk
4019.7,689.0,1865.37,1068.64,593.34,0,Low Risk
3258.17,597.0,932.19,1857.09,662.83,1,Medium Risk
2768.86,702.0,300.0,2918.28,220.35,1,Medium Risk
3396.54,657.0,1302.25,2083.19,611.24,1,Medium Risk
4391.95,680.0,1179.31,3077.52,350.99,1,Medium Risk
3979.12,750.0,1308.97,2087.76,228.5,0,Low Risk
4802.64,695.0,1397.86,3001.88,460.5,1,Medium Risk
4277.12,648.0,1540.42,1572.15,378.13,0,Low Risk
4480.08,713.0,1334.49,2340.28,166.91,0,Low Risk
4504.05,654.0,713.6,2764.99,777.48,1,Medium Risk
2699.8,637.0,1698.5,2244.25,614.46,2,High Risk
3287.92,659.0,1237.32,1411.17,613.41,1,Medium Risk
2761.4,656.0,1184.58,1538.37,495.84,1,Medium Risk
5728.92,594.0,1048.07,1000.0,470.69,0,Low Risk
5818.42,597.0,1308.32,3460.6,311.56,0,Low Risk
3708.57,655.0,1151.34,1685.83,278.15,0,Low Risk
3430.78,695.0,891.75,2442.16,651.68,1,Medium Risk
3986.88,689.0,1228.4,2640.91,575.1,1,Medium Risk
4703.43,680.0,1673.28,2219.56,473.21,0,Low Risk
4109.68,597.0,1444.73,2373.5,681.89,1,Medium Risk
3713.28,760.0,1029.98,1814.41,922.4,1,Medium Risk
4367.91,700.0,1540.8,3310.91,260.15,1,Medium Risk
5846.22,704.0,785.27,2431.02,601.16,0,Low Risk
4616.13,679.0,1365.73,1866.65,468.56,0,Low Risk
3147.63,655.0,916.59,2541.13,727.47,1,Medium Risk
3925.14,807.0,1774.67,2335.37,315.38,1,Medium Risk
5516.76,730.0,1263.32,2339.71,509.61,0,Low Risk
4442.21,684.0,300.0,2285.56,539.98,0,Low Risk
3579.27,731.0,1278.99,3133.75,588.54,1,Medium Risk
2474.88,696.0,1247.33,3600.13,501.4,2,High Risk
2049.78,655.0,1697.84,3726.68,308.75,2,High Risk
3501.07,656.0,1541.38,2385.97,725.98,1,Medium Risk
4599.99,665.0,893.38,2357.19,453.34,0,Low Risk
2990.93,684.0,999.33,2627.69,684.88,1,Medium Risk
4600.92,654.0,1125.35,1536.2,527.33,0,Low Risk
4077.43,717.0,1192.83,2243.0,381.56,0,Low Risk
4482.92,720.0,1237.66,2649.77,436.62,0,Low Risk
3970.13,671.0,1398.31,2636.24,216.74,1,Medium Risk
3400.29,713.0,573.14,2655.42,476.33,1,Medium Risk
3019.64,701.0,1485.58,2303.98,630.0,1,Medium Risk
2511.69,689.0,300.0,1497.29,647.83,1,Medium Risk
2747.93,641.0,1021.34,1912.63,514.98,1,Medium Risk
3239.67,645.0,1057.01,2350.71,528.08,1,Medium Risk
4154.97,664.0,1524.79,3038.61,844.41,1,Medium Risk
3757.38,701.0,1057.37,1860.65,767.68,1,Medium Risk
5842.25,709.0,403.94,1348.8,363.81,0,Low Risk
4226.28,761.0,602.84,2348.36,705.69,0,Low Risk
4241.91,700.0,644.23,2871.61,823.05,1,Medium Risk
3360.59,678.0,1646.15,1833.94,883.94,1,Medium Risk
4397.2,649.0,1128.63,2494.39,648.2,0,Low Risk
4198.33,712.0,1293.3,1839.38,333.39,0,Low Risk
3932.59,768.0,1135.94,1811.79,311.75,0,Low Risk
2212.12,648.0,1145.58,2492.22,620.52,2,High Risk
2414.64,789.0,1459.79,2025.78,617.38,1,Medium Risk
4214.54,655.0,1293.01,2895.81,296.48,1,Medium Risk
3715.42,654.0,1254.66,2215.34,333.01,1,Medium Risk
5136.31,664.0,1501.18,3150.4,525.61,1,Medium Risk
3962.23,748.0,1290.04,1029.51,569.85,0,Low Risk
4400.31,674.0,1631.4,2141.02,455.39,1,Medium Risk
5580.52,680.0,783.34,1592.32,465.79,0,Low Risk
4917.63,596.0,1184.63,2684.61,134.81,0,Low Risk
1891.43,699.0,1393.5,2626.89,432.13,2,High Risk
5080.44,628.0,647.99,2351.38,684.2,0,Low Risk
3509.17,614.0,611.84,2625.9,934.37,1,Medium Risk
3011.78,727.0,815.69,2346.71,618.45,1,Medium Risk
3766.66,615.0,1206.94,2637.13,475.05,1,Medium Risk
3889.28,698.0,855.74,2463.0,597.04,0,Low Risk
3129.53,660.0,653.13,1099.9,457.83,0,Low Risk
3107.57,703.0,923.48,2259.41,422.45,1,Medium Risk
4763.39,743.0,532.82,2308.92,398.32,0,Low Risk
2648.79,744.0,1148.49,1935.56,287.86,1,Medium Risk
4220.47,657.0,1593.72,1395.3,719.01,0,Low Risk
3721.67,699.0,1339.14,2589.51,0.0,1,Medium Risk
3551.42,748.0,1676.37,1723.52,1155.77,1,Medium Risk
3432.58,700.0,880.24,2509.0,876.67,1,Medium Risk
3899.34,664.0,330.13,2541.93,598.49,1,Medium Risk
3808.43,629.0,762.66,2918.28,556.85,1,Medium Risk
2461.78,763.0,1558.73,2034.16,369.41,2,High Risk
4358.15,664.0,1520.21,2941.9,566.45,1,Medium Risk
2127.13,606.0,1334.1,1765.98,734.39,2,High Risk
4446.81,660.0,1608.21,2393.44,393.67,0,Low Risk
4999.71,735.0,1117.56,2016.75,346.9,0,Low Risk
2753.5,628.0,1151.16,2190.87,648.35,1,Medium Risk
3422.1,650.0,1327.58,2810.62,440.98,1,Medium Risk
3275.27,669.0,1008.79,1762.62,326.46,1,Medium Risk
4834.54,633.0,804.26,1440.51,446.5,0,Low Risk
1172.52,683.0,2262.64,1342.27,342.06,2,High Risk
4195.37,639.0,1704.67,1545.4,468.61,0,Low Risk
6429.44,743.0,811.36,1790.42,136.72,0,Low Risk
4433.49,717.0,1076.14,1757.93,956.16,0,Low Risk
4486.17,693.0,632.41,2084.99,494.15,0,Low Risk
3570.72,757.0,1185.05,2347.54,670.55,1,Medium Risk
3350.17,668.0,646.77,1749.04,694.9,0,Low Risk
3089.53,656.0,1562.75,2726.64,554.73,2,High Risk
4401.94,713.0,1234.42,2832.69,700.87,1,Medium Risk
4266.04,622.0,2251.2,2721.13,602.65,1,Medium Risk
5248.76,691.0,1252.64,1748.15,404.26,0,Low Risk
5221.41,649.0,803.89,2279.8,526.72,0,Low Risk
4048.72,603.0,1306.2,2067.6,270.61,0,Low Risk
4040.51,726.0,2360.49,1761.81,261.78,1,Medium Risk
3964.65,820.0,1707.71,1576.52,556.89,1,Medium Risk
5559.93,644.0,912.66,3885.25,875.29,1,Medium Risk
3394.48,661.0,755.62,2103.58,333.02,1,Medium Risk
2052.7,656.0,965.66,1908.68,519.04,1,Medium Risk
3812.68,708.0,1152.65,2347.32,711.01,1,Medium Risk
2949.03,664.0,1641.57,2801.16,628.23,2,High Risk
4814.9,554.0,359.29,2061.25,486.58,0,Low Risk
3291.11,674.0,1015.46,2909.5,442.54,1,Medium Risk
5261.41,571.0,1666.5,1672.65,509.47,0,Low Risk
4529.38,657.0,1070.32,1458.89,439.57,0,Low Risk
5606.25,666.0,690.7,1612.32,884.29,0,Low Risk
4274.42,545.0,645.61,2699.16,888.8,1,Medium Risk
2718.7,708.0,1578.59,3399.29,121.73,2,High Risk
3264.93,600.0,449.42,2895.48,217.68,1,Medium Risk
4257.1,781.0,1253.04,1663.98,341.25,0,Low Risk
3319.65,743.0,1414.09,1967.68,491.15,1,Medium Risk
4921.25,598.0,1462.89,2036.08,770.71,0,Low Risk
4446.87,786.0,1210.08,2935.56,435.65,1,Medium Risk
2833.25,690.0,1125.18,1815.19,395.02,1,Medium Risk
3620.95,667.0,1966.71,2528.4,587.22,1,Medium Risk
3535.77,692.0,1466.76,2538.45,223.32,1,Medium Risk
6160.82,654.0,1668.33,1888.79,522.14,0,Low Risk
4298.5,673.0,1846.04,2321.76,779.58,1,Medium Risk
3702.54,774.0,1775.24,3233.37,721.98,1,Medium Risk
3975.15,687.0,1403.79,1533.61,686.99,0,Low Risk
3529.85,660.0,1294.76,2979.87,583.51,1,Medium Risk
3641.88,688.0,701.31,1851.59,350.23,0,Low Risk
2544.3,744.0,1034.32,2600.53,416.13,2,High Risk
4907.74,601.0,937.35,3244.13,306.43,0,Low Risk
2405.42,770.0,1430.42,2002.05,339.88,1,Medium Risk
5234.17,665.0,817.47,1188.17,686.73,0,Low Risk
4775.91,601.0,1328.93,2814.52,120.68,0,Low Risk
3256.31,665.0,1251.95,2869.74,341.89,1,Medium Risk
3409.21,654.0,1166.45,1795.41,310.48,1,Medium Risk
3417.45,643.0,1811.29,1534.53,1073.03,1,Medium Risk
2004.74,738.0,1133.48,2271.55,350.94,2,High Risk
4233.57,615.0,1095.21,2943.68,650.56,1,Medium Risk
4226.7,605.0,1397.43,3032.39,556.18,1,Medium Risk
6190.28,677.0,971.23,2738.41,490.83,0,Low Risk
2401.46,745.0,1580.41,1439.96,513.74,2,High Risk
5302.86,650.0,2227.2,2842.66,91.94,1,Medium Risk
1850.88,677.0,978.4,2398.98,210.36,2,High Risk
1358.55,746.0,1164.47,1509.22,469.6,2,High Risk
4395.93,722.0,1046.93,2115.45,485.31,0,Low Risk
5389.36,596.0,1635.44,2162.79,532.95,0,Low Risk
2678.07,676.0,1304.11,3015.31,820.85,2,High Risk
5284.93,637.0,1068.35,2329.55,399.8,0,Low Risk
3998.83,647.0,989.1,1633.35,642.78,0,Low Risk
4066.0,665.0,627.25,2584.37,338.2,0,Low Risk
2318.45,653.0,1204.39,2617.33,702.33,2,High Risk
4637.24,620.0,946.59,1738.23,522.51,0,Low Risk
3826.08,724.0,1521.49,1147.55,482.85,0,Low Risk
2261.97,638.0,928.46,2814.66,878.43,2,High Risk
3257.44,710.0,1406.68,1790.8,289.98,1,Medium Risk
3802.14,708.0,1297.28,1936.03,348.63,1,Medium Risk
3937.79,547.0,1660.24,2247.93,580.09,1,Medium Risk
3741.08,631.0,769.94,2571.93,721.31,1,Medium Risk
3897.4,689.0,1382.64,3092.51,202.25,1,Medium Risk
3464.86,667.0,1112.12,2175.25,477.9,1,Medium Risk
2432.9,655.0,1213.33,2505.32,245.92,1,Medium Risk
2408.45,631.0,1968.44,2148.69,646.61,2,High Risk
3230.35,730.0,1518.64,3747.03,619.8,1,Medium Risk
2929.09,695.0,420.21,1763.02,499.56,1,Medium Risk
5506.03,628.0,1586.78,2217.91,581.59,0,Low Risk
3039.13,694.0,1801.38,1148.41,978.5,1,Medium Risk
4447.19,700.0,834.39,2825.77,444.38,0,Low Risk
3436.35,668.0,1472.01,3301.4,507.33,1,Medium Risk
4709.47,736.0,829.45,1870.61,151.66,0,Low Risk
5146.83,624.0,1549.63,1259.02,465.31,0,Low Risk
5989.19,611.0,717.67,1630.53,660.01,0,Low Risk
3570.91,659.0,841.4,3183.33,453.96,1,Medium Risk
4090.67,706.0,1659.98,2675.79,310.06,1,Medium Risk
4902.38,670.0,1657.5,3094.83,284.91,1,Medium Risk
4488.76,734.0,1135.49,2350.71,492.93,0,Low Risk
3391.57,673.0,1596.55,1518.37,244.88,1,Medium Risk
5455.2,682.0,1433.9,2009.81,917.6,0,Low Risk
3671.09,682.0,1680.64,2932.55,571.75,1,Medium Risk
4197.88,755.0,866.47,1726.36,752.76,0,Low Risk
5114.97,669.0,1284.1,1994.66,720.78,0,Low Risk
2693.57,789.0,740.56,1762.68,573.96,1,Medium Risk
4705.75,515.0,879.13,1526.11,213.2,0,Low Risk
2957.68,712.0,1761.49,3148.5,680.62,2,High Risk
4443.78,625.0,1250.63,2436.83,729.66,1,Medium Risk
4779.42,675.0,589.4,1000.0,274.69,0,Low Risk
3229.96,619.0,947.93,2553.28,701.24,1,Medium Risk
4747.29,611.0,1352.91,1000.0,351.01,0,Low Risk
4396.98,641.0,1096.73,3055.35,348.39,1,Medium Risk
2786.48,624.0,1276.32,2192.86,519.19,1,Medium Risk
5357.38,685.0,1285.23,1000.0,158.51,0,Low Risk
4172.06,645.0,999.5,1702.44,731.41,0,Low Risk
2153.93,711.0,1178.43,2687.07,271.3,2,High Risk
2911.8,667.0,1324.8,1817.3,699.62,1,Medium Risk
4372.83,722.0,1585.41,2183.74,861.98,1,Medium Risk
5147.14,584.0,1778.79,2149.51,561.94,0,Low Risk
4074.14,588.0,1006.58,3001.95,271.68,1,Medium Risk
4822.96,716.0,1638.63,1761.88,753.5,0,Low Risk
3925.88,698.0,1004.05,1062.95,170.36,0,Low Risk
4702.36,672.0,891.36,2079.3,534.94,0,Low Risk
5677.78,663.0,910.48,2441.82,843.47,0,Low Risk
3253.54,665.0,1068.5,1978.84,188.63,0,Low Risk
2817.23,642.0,796.0,1537.95,662.08,1,Medium Risk
3091.95,617.0,641.13,1866.79,415.27,1,Medium Risk
5678.52,662.0,1368.04,1495.18,114.34,0,Low Risk
4838.62,692.0,1234.96,2172.16,365.11,0,Low Risk
4287.44,647.0,521.25,2761.19,535.82,0,Low Risk
3933.04,651.0,1082.0,1000.0,801.87,0,Low Risk
3835.88,744.0,403.7,3162.9,509.11,1,Medium Risk
4703.7,597.0,1103.08,2204.13,330.48,0,Low Risk
4958.81,700.0,2217.06,2718.4,528.04,1,Medium Risk
4071.25,662.0,1464.41,2144.12,291.0,1,Medium Risk
4611.0,706.0,733.48,2056.08,0.0,0,Low Risk
4865.31,667.0,1387.64,3217.77,312.48,1,Medium Risk
2556.53,668.0,719.57,2076.98,611.6,1,Medium Risk
3898.94,649.0,946.26,1994.69,218.27,0,Low Risk
3043.73,636.0,1339.25,3281.68,625.7,2,High Risk
3108.58,626.0,1388.29,1453.54,120.81,1,Medium Risk
3583.03,670.0,1343.24,2350.72,495.67,1,Medium Risk
4380.18,555.0,1855.51,1203.55,623.74,0,Low Risk
4726.75,639.0,733.32,3379.51,434.01,0,Low Risk
4092.12,687.0,1678.29,2016.51,747.78,1,Medium Risk
4439.23,698.0,877.71,1456.06,508.62,0,Low Risk
4274.63,663.0,1208.5,1516.58,500.99,0,Low Risk
5338.27,674.0,728.0,2744.28,661.57,0,Low Risk
5505.05,637.0,897.77,1805.87,369.58,0,Low Risk
4090.24,768.0,1324.53,1292.68,403.24,0,Low Risk
4148.09,632.0,1133.75,1659.95,240.29,0,Low Risk
3540.78,727.0,1194.79,3120.46,383.33,1,Medium Risk
3344.13,610.0,1111.73,2750.07,387.0,1,Medium Risk
3879.76,744.0,1532.44,1561.96,577.82,0,Low Risk
2905.1,668.0,1426.97,2633.49,337.25,1,Medium Risk
4349.98,742.0,443.65,2523.04,644.55,0,Low Risk
4700.7,706.0,1666.02,2025.05,303.31,0,Low Risk
3687.5,642.0,1568.05,2649.46,386.97,1,Medium Risk
4287.57,724.0,657.98,1486.0,292.89,0,Low Risk
5164.49,625.0,888.95,2810.69,450.66,0,Low Risk
3366.81,694.0,1047.42,2152.75,392.11,1,Medium Risk
4549.54,580.0,678.67,2050.27,739.52,0,Low Risk
5808.44,752.0,908.81,3008.7,544.54,0,Low Risk
5057.78,650.0,464.1,1328.22,972.89,0,Low Risk
2813.46,735.0,763.96,1366.33,287.52,1,Medium Risk
7085.77,591.0,1961.03,2036.02,935.51,0,Low Risk
5779.01,771.0,1665.34,2857.63,775.79,0,Low Risk
3647.96,755.0,824.43,1910.69,661.48,0,Low Risk
4439.75,698.0,2069.28,1590.17,212.93,0,Low Risk
4180.17,668.0,1275.13,2732.29,626.95,1,Medium Risk
6093.49,634.0,782.82,1968.09,622.32,0,Low Risk
2683.18,667.0,1000.31,1752.61,439.12,1,Medium Risk
6721.85,653.0,300.0,1000.0,618.06,0,Low Risk
4316.44,754.0,1053.3,2000.56,315.19,0,Low Risk
4853.09,723.0,1231.71,2231.88,726.36,0,Low Risk
4190.03,725.0,583.36,1596.84,659.97,0,Low Risk
5303.49,678.0,1469.9,1942.42,269.75,0,Low Risk
3766.15,608.0,584.28,1398.69,518.74,0,Low Risk
2264.88,755.0,1578.99,3053.82,576.72,2,High Risk
4210.93,732.0,1665.92,1266.43,574.76,0,Low Risk
3160.51,736.0,1417.0,2829.31,562.39,1,Medium Risk
4797.88,645.0,1402.67,2961.04,369.78,0,Low Risk
3130.77,717.0,394.1,1322.39,663.17,0,Low Risk
3965.82,583.0,2116.54,3575.89,381.06,1,Medium Risk
4398.16,738.0,1338.46,2566.93,217.05,0,Low Risk
5397.7,767.0,1131.24,3020.04,90.37,0,Low Risk
2819.15,598.0,1246.98,2670.41,488.25,1,Medium Risk
5312.17,664.0,1162.07,3056.14,314.24,0,Low Risk
3999.61,621.0,1439.49,1000.0,712.33,0,Low Risk
4091.69,597.0,1222.95,1602.19,481.45,0,Low Risk
2663.41,620.0,1265.56,2906.19,331.06,2,High Risk
3353.89,650.0,1282.28,3507.66,771.26,2,High Risk
3123.1,645.0,1091.42,1614.11,482.55,1,Medium Risk
2989.32,710.0,1924.06,3179.94,251.2,1,Medium Risk
2165.57,687.0,1514.34,1691.66,538.03,1,Medium Risk
2995.55,726.0,1484.33,2129.96,452.34,1,Medium Risk
3897.53,776.0,1887.04,1954.33,683.09,1,Medium Risk
4114.49,701.0,1353.75,2550.75,235.47,1,Medium Risk
3788.81,642.0,1170.5,2952.46,595.86,1,Medium Risk
3471.8,579.0,1722.17,1999.08,348.06,1,Medium Risk
3489.98,633.0,1421.29,1885.5,911.82,1,Medium Risk
4234.68,630.0,1439.82,1356.33,335.58,0,Low Risk
6292.41,701.0,1358.01,1758.04,365.11,0,Low Risk
3208.88,742.0,903.63,2137.08,498.56,1,Medium Risk
4118.35,654.0,1431.62,2524.06,436.8,1,Medium Risk
3493.23,686.0,1174.82,1284.42,223.33,0,Low Risk
2503.18,645.0,1507.13,1663.52,531.81,1,Medium Risk
4784.25,684.0,839.45,2284.05,580.47,0,Low Risk
5721.48,732.0,1815.94,1483.51,541.63,0,Low Risk
5641.88,765.0,1199.28,2304.5,333.13,0,Low Risk
4171.99,641.0,773.68,1713.31,794.79,0,Low Risk
3585.61,782.0,1034.73,2745.99,541.55,1,Medium Risk
3688.36,734.0,954.35,2343.4,390.35,1,Medium Risk
3856.87,705.0,1718.92,2063.71,665.78,1,Medium Risk
3536.81,641.0,1473.56,1357.46,304.83,1,Medium Risk
4996.59,696.0,1198.57,1942.17,307.77,0,Low Risk
4130.8,734.0,925.43,1434.69,610.35,0,Low Risk
5428.34,647.0,1708.13,3864.58,354.18,1,Medium Risk
3061.36,751.0,950.11,1251.51,775.92,0,Low Risk
4011.29,693.0,2058.65,1889.69,327.18,1,Medium Risk
5623.07,706.0,1437.06,3169.35,691.44,0,Low Risk
3856.03,724.0,733.62,1709.08,262.19,0,Low Risk
3652.17,708.0,470.12,2139.84,438.48,0,Low Risk
